https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.apache.cxf.cxf-rt-core@2.1.3,CVE-2019-12406
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.apache.derby.derby@10.4.2.0,CVE-2009-4269
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.apache.activemq.activemq-core@5.1.0,CVE-2014-3600
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.apache.activemq.activemq-core@5.1.0,CVE-2011-4905
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.apache.activemq.activemq-core@5.1.0,CVE-2014-3576
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.apache.activemq.activemq-core@5.1.0,CVE-2015-5254
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.apache.activemq.activemq-core@5.1.0,CVE-2015-7559
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.apache.activemq.activemq-core@5.1.0,CVE-2018-11775
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.apache.activemq.activemq-core@5.1.0,CVE-2020-13920
https://github.com/apache/camel,b0ac731294b9cda85590d729f9a5c6f35e09844f,_,org.apache.derby.derby@10.1.3.1,CVE-2006-7216
https://github.com/apache/camel,b0ac731294b9cda85590d729f9a5c6f35e09844f,_,org.apache.derby.derby@10.1.3.1,CVE-2006-7217
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.apache.derby.derby@10.4.2.0,CVE-2010-2232
https://github.com/apache/camel,e1a5423d3fdf031ad5fc6d5b2a763b9cb924ae24,20d05e7c4572b7a35a7e605156e3aea370f64d6b,org.mortbay.jetty.jetty@6.1.6,CVE-2007-6672
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.springframework.spring-beans@2.5.6,CVE-2010-1622
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.springframework.spring-context@2.5.6,CVE-2011-2894
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.apache.activemq.activemq-core@5.1.0,CVE-2014-3612
https://github.com/apache/camel,a7876c23e29de028820d215eef668b3b7814ae0a,_,org.apache.activemq.apache-activemq@5.0.0,CVE-2012-6551
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.apache.derby.derby@10.4.2.0,CVE-2015-1832
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.springframework.spring-context@2.5.6,CVE-2022-22968
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.apache.cxf.cxf-rt-core@2.1.3,CVE-2014-0109
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.apache.cxf.cxf-rt-core@2.1.3,CVE-2017-12624
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.springframework.spring-web@2.5.6,CVE-2013-6430
https://github.com/apache/camel,9ccd57f015815716acb01119f5dc1d4b5c3e3747,039c227700c4caec4d74d704b9d2efd26ec259ec,org.springframework.spring-web@2.5.6,CVE-2016-1000027
https://github.com/apache/camel,dbf88cfbd6a3c02793fe409f35dbae703001d4f9,_,commons-io.commons-io@1.3.2,CVE-2021-29425
https://github.com/apache/hop,d2149185da38d00a48c54382a69a4ccc9b2afdaa,_,commons-beanutils.commons-beanutils@1.9.3,CVE-2014-0114
https://github.com/apache/hop,d2149185da38d00a48c54382a69a4ccc9b2afdaa,_,commons-beanutils.commons-beanutils@1.9.3,CVE-2019-10086
https://github.com/apache/hop,d2149185da38d00a48c54382a69a4ccc9b2afdaa,_,com.google.guava.guava@17.0,CVE-2018-10237
https://github.com/apache/hop,8b9b3723cc8a572e285322bfc3ec61ba41545830,66753e8df414b8cf219af5eaa54b03d8324b496c,com.google.guava.guava@31.1-jre,CVE-2023-2976
https://github.com/apache/hop,8b9b3723cc8a572e285322bfc3ec61ba41545830,66753e8df414b8cf219af5eaa54b03d8324b496c,com.google.guava.guava@31.1-jre,CVE-2020-8908
https://github.com/apache/hop,d2149185da38d00a48c54382a69a4ccc9b2afdaa,_,com.h2database.h2@1.2.131,CVE-2021-42392
https://github.com/apache/hop,d2149185da38d00a48c54382a69a4ccc9b2afdaa,_,com.h2database.h2@1.2.131,CVE-2022-23221
https://github.com/apache/hop,d2149185da38d00a48c54382a69a4ccc9b2afdaa,_,com.h2database.h2@1.2.131,CVE-2018-14335
https://github.com/apache/hop,d2149185da38d00a48c54382a69a4ccc9b2afdaa,_,org.codehaus.woodstox.wstx-asl@3.2.4,CVE-2019-12401
https://github.com/apache/hop,b9a260b6b485eaf5ea7d598de654b20a36ce66cd,_,org.codehaus.jackson.jackson-mapper-asl@1.9.13,CVE-2017-7525
https://github.com/apache/hop,b9a260b6b485eaf5ea7d598de654b20a36ce66cd,_,org.codehaus.jackson.jackson-mapper-asl@1.9.13,CVE-2019-10172
https://github.com/apache/hop,b9a260b6b485eaf5ea7d598de654b20a36ce66cd,_,com.fasterxml.jackson.core.jackson-databind@2.9.8,CVE-2019-12086
https://github.com/apache/hop,61ebf7141bada8f3ac133fc747f4bb422116108a,_,com.fasterxml.jackson.core.jackson-databind@2.10.2,CVE-2020-25649
https://github.com/apache/hop,897dbfac00f2570ee510349a223d4d0ac7a1762a,603134287d14528b355cf199548562a54a5beb0a,com.fasterxml.jackson.core.jackson-databind@2.13.0,CVE-2020-36518
https://github.com/apache/hop,897dbfac00f2570ee510349a223d4d0ac7a1762a,603134287d14528b355cf199548562a54a5beb0a,com.fasterxml.jackson.core.jackson-databind@2.13.0,CVE-2022-42003
https://github.com/apache/hop,897dbfac00f2570ee510349a223d4d0ac7a1762a,603134287d14528b355cf199548562a54a5beb0a,com.fasterxml.jackson.core.jackson-databind@2.13.0,CVE-2022-42004
https://github.com/apache/hop,6bfe4e866b13c696fda9dcaca86239e6ddf0e3ab,b06f8050b383d2ac6498d65870e7a783abe69684,com.fasterxml.jackson.dataformat.jackson-dataformat-cbor@2.10.2,CVE-2020-28491
https://github.com/apache/hop,b9a260b6b485eaf5ea7d598de654b20a36ce66cd,_,org.dom4j.dom4j@2.1.1,CVE-2020-10683
https://github.com/apache/hop,b9a260b6b485eaf5ea7d598de654b20a36ce66cd,_,commons-fileupload.commons-fileupload@1.4,CVE-2023-24998
https://github.com/apache/hop,56b6497c5fc3bad80111a3603883377a2bdd0fe9,1dd2ba592b0a4e9b1f2a379a73088e40abd221a4,com.amazonaws.aws-java-sdk-s3@1.11.974,CVE-2022-31159
https://github.com/apache/hop,da8582781fe14e62082ec5fa7bf92beda5e743ec,8e5a9c6c248a236f4cf1d6d65642fa6ed9d2b5f2,xerces.xercesImpl@2.12.1,CVE-2022-23437
https://github.com/apache/hop,448fb34b6a1523791728985cb21b9bff30a0109b,_,xerces.xercesImpl@2.12.2,CVE-2017-10355
https://github.com/apache/hop,b9a260b6b485eaf5ea7d598de654b20a36ce66cd,_,org.apache.commons.commons-compress@1.18,CVE-2019-12402
https://github.com/apache/hop,6bfe4e866b13c696fda9dcaca86239e6ddf0e3ab,b06f8050b383d2ac6498d65870e7a783abe69684,org.apache.commons.commons-compress@1.19,CVE-2021-35515
https://github.com/apache/hop,6bfe4e866b13c696fda9dcaca86239e6ddf0e3ab,b06f8050b383d2ac6498d65870e7a783abe69684,org.apache.commons.commons-compress@1.19,CVE-2021-35516
https://github.com/apache/hop,6bfe4e866b13c696fda9dcaca86239e6ddf0e3ab,b06f8050b383d2ac6498d65870e7a783abe69684,org.apache.commons.commons-compress@1.19,CVE-2021-35517
https://github.com/apache/hop,6bfe4e866b13c696fda9dcaca86239e6ddf0e3ab,b06f8050b383d2ac6498d65870e7a783abe69684,org.apache.commons.commons-compress@1.19,CVE-2021-36090
https://github.com/apache/hop,897dbfac00f2570ee510349a223d4d0ac7a1762a,603134287d14528b355cf199548562a54a5beb0a,com.fasterxml.jackson.core.jackson-databind@2.13.0,CVE-2021-46877
https://github.com/apache/logging-log4j2,1c30a92cbc8ae87cb6d4aac7b7d023d17d662bd7,cf2bf80a27b4115c58ed6975c6d86e235c3bbfb5,org.slf4j.slf4j-ext@1.7.25,CVE-2018-8088
https://github.com/apache/logging-log4j2,d1cb742a592d757cfaa5527033cb92f892807935,8e6d1e1e61dcccfa192f9c8a8441d13f3194eb9c,ch.qos.logback.logback-classic@1.0.13,CVE-2017-5929
https://github.com/apache/logging-log4j2,d1cb742a592d757cfaa5527033cb92f892807935,8e6d1e1e61dcccfa192f9c8a8441d13f3194eb9c,ch.qos.logback.logback-classic@1.0.13,CVE-2021-42550
https://github.com/apache/logging-log4j2,c1a4334197fe2a53af1194242804f0a704e35b7f,1882f7dc2b5dd876f795844aa664e750f8619464,org.codehaus.jackson.jackson-mapper-asl@1.9.13,CVE-2017-7525
https://github.com/apache/logging-log4j2,c1a4334197fe2a53af1194242804f0a704e35b7f,1882f7dc2b5dd876f795844aa664e750f8619464,org.codehaus.jackson.jackson-mapper-asl@1.9.13,CVE-2019-10172
https://github.com/apache/logging-log4j2,add5d08d180f73722ee49cf0171168a78630de17,aadcf3c04efcd40b0408336dd23269a1d24f0e4a,org.hsqldb.hsqldb@2.5.2,CVE-2022-41853
https://github.com/apache/logging-log4j2,6d94f8a221bca52d9143f692ca8d947da76fb10d,3c524ea93f69294d543f3b37d11d0b1afa936a21,org.hibernate.hibernate-entitymanager@4.3.0.Beta3,CVE-2019-14900
https://github.com/apache/logging-log4j2,a8b4a5a0fe05c2985e1d1e0e748bef83c47a0ce4,00b43a88072b508c0e9a390ad7c0f092853cc9db,org.mongodb.mongodb-driver@3.12.1,CVE-2021-20328
https://github.com/apache/logging-log4j2,24ff45ded92612bd9d07326e4fe728743fc54ab7,f1a0ce26bf94f8d4c243b958fb42b64289c95dfd,com.h2database.h2@1.4.200,CVE-2021-42392
https://github.com/apache/logging-log4j2,24ff45ded92612bd9d07326e4fe728743fc54ab7,f1a0ce26bf94f8d4c243b958fb42b64289c95dfd,com.h2database.h2@1.4.200,CVE-2022-23221
https://github.com/apache/logging-log4j2,3bc2f39eec246a5fa754720dc0cc441f04e0ac2b,56c36cb8ca579b7b967a1077fd8e41548c041372,com.h2database.h2@2.2.220,CVE-2018-14335
https://github.com/apache/logging-log4j2,24ff45ded92612bd9d07326e4fe728743fc54ab7,f1a0ce26bf94f8d4c243b958fb42b64289c95dfd,com.fasterxml.jackson.core.jackson-databind@2.13.1,CVE-2020-36518
https://github.com/apache/logging-log4j2,cecaaa45624d4df75b4a118440a637f7f1392040,cd534c3f2cb4481d2702932e0ad5419e84ed3b0b,com.fasterxml.jackson.core.jackson-databind@2.13.3,CVE-2022-42004
https://github.com/apache/logging-log4j2,3bc2f39eec246a5fa754720dc0cc441f04e0ac2b,_,org.apache.hadoop.hadoop-core@1.2.1,CVE-2012-3376
https://github.com/apache/logging-log4j2,9a59d04461d43aef62cad1d3723c1921231b0f72,_,org.apache.hadoop.hadoop-core@1.1.1,CVE-2013-2192
https://github.com/apache/logging-log4j2,3bc2f39eec246a5fa754720dc0cc441f04e0ac2b,_,org.apache.hadoop.hadoop-core@1.2.1,CVE-2016-3086
https://github.com/apache/logging-log4j2,3bc2f39eec246a5fa754720dc0cc441f04e0ac2b,_,org.apache.hadoop.hadoop-core@1.2.1,CVE-2016-5393
https://github.com/apache/logging-log4j2,3bc2f39eec246a5fa754720dc0cc441f04e0ac2b,_,org.apache.hadoop.hadoop-core@1.2.1,CVE-2017-15713
https://github.com/apache/logging-log4j2,3bc2f39eec246a5fa754720dc0cc441f04e0ac2b,_,org.apache.hadoop.hadoop-core@1.2.1,CVE-2018-8009
https://github.com/apache/logging-log4j2,24ff45ded92612bd9d07326e4fe728743fc54ab7,f1a0ce26bf94f8d4c243b958fb42b64289c95dfd,org.springframework.spring-beans@5.3.15,CVE-2022-22965
https://github.com/apache/logging-log4j2,24ff45ded92612bd9d07326e4fe728743fc54ab7,f1a0ce26bf94f8d4c243b958fb42b64289c95dfd,org.springframework.spring-context@5.3.15,CVE-2022-22968
https://github.com/apache/logging-log4j2,d1cb742a592d757cfaa5527033cb92f892807935,8e6d1e1e61dcccfa192f9c8a8441d13f3194eb9c,org.springframework.spring-core@3.2.8.RELEASE,CVE-2014-3578
https://github.com/apache/logging-log4j2,a8b4a5a0fe05c2985e1d1e0e748bef83c47a0ce4,00b43a88072b508c0e9a390ad7c0f092853cc9db,org.springframework.spring-expression@3.2.18.RELEASE,CVE-2018-1257
https://github.com/apache/logging-log4j2,a8b4a5a0fe05c2985e1d1e0e748bef83c47a0ce4,00b43a88072b508c0e9a390ad7c0f092853cc9db,org.springframework.spring-expression@3.2.18.RELEASE,CVE-2018-1270
https://github.com/apache/logging-log4j2,24ff45ded92612bd9d07326e4fe728743fc54ab7,f1a0ce26bf94f8d4c243b958fb42b64289c95dfd,org.springframework.spring-expression@5.3.15,CVE-2022-22950
https://github.com/apache/logging-log4j2,fb157aa8aa7230d8e4d5dfb48032e9b27404781a,4d58cb95d5f0e06cf2c497ed21bfbd020b27a4c3,org.springframework.spring-expression@5.3.20,CVE-2023-20861
https://github.com/apache/logging-log4j2,fb157aa8aa7230d8e4d5dfb48032e9b27404781a,4d58cb95d5f0e06cf2c497ed21bfbd020b27a4c3,org.springframework.spring-expression@5.3.20,CVE-2023-20863
https://github.com/apache/logging-log4j2,c8cb636e072b4073de9ba889494905f0a7a7c121,_,org.springframework.spring-web@3.2.7.RELEASE,CVE-2014-0054
https://github.com/apache/logging-log4j2,d1cb742a592d757cfaa5527033cb92f892807935,8e6d1e1e61dcccfa192f9c8a8441d13f3194eb9c,org.springframework.spring-web@3.2.8.RELEASE,CVE-2014-0225
https://github.com/apache/logging-log4j2,5a5828a619105a1c1895ee845081e4052e0e60bd,6c83bc67cfeeea22358bed76b21580b96375ff9f,org.springframework.spring-web@3.2.13.RELEASE,CVE-2015-3192
https://github.com/apache/logging-log4j2,fb157aa8aa7230d8e4d5dfb48032e9b27404781a,4d58cb95d5f0e06cf2c497ed21bfbd020b27a4c3,org.springframework.spring-web@5.3.20,CVE-2016-1000027
https://github.com/apache/logging-log4j2,a8b4a5a0fe05c2985e1d1e0e748bef83c47a0ce4,00b43a88072b508c0e9a390ad7c0f092853cc9db,org.springframework.spring-web@3.2.18.RELEASE,CVE-2018-11039
https://github.com/apache/logging-log4j2,a8b4a5a0fe05c2985e1d1e0e748bef83c47a0ce4,00b43a88072b508c0e9a390ad7c0f092853cc9db,org.springframework.spring-web@3.2.18.RELEASE,CVE-2018-1272
https://github.com/apache/logging-log4j2,a8b4a5a0fe05c2985e1d1e0e748bef83c47a0ce4,00b43a88072b508c0e9a390ad7c0f092853cc9db,org.springframework.spring-web@3.2.18.RELEASE,CVE-2020-5421
https://github.com/apache/logging-log4j2,c8cb636e072b4073de9ba889494905f0a7a7c121,_,org.springframework.spring-webmvc@3.2.7.RELEASE,CVE-2014-1904
https://github.com/apache/logging-log4j2,dd8a3ef3ab8c88e6bf0954ceed3bfb4ef7a4dfc6,d8dab5a07a656a650a265c633c918e01e037d704,org.springframework.spring-webmvc@3.2.11.RELEASE,CVE-2014-3625
https://github.com/apache/logging-log4j2,5a5828a619105a1c1895ee845081e4052e0e60bd,6c83bc67cfeeea22358bed76b21580b96375ff9f,org.springframework.spring-webmvc@3.2.13.RELEASE,CVE-2015-5211
https://github.com/apache/logging-log4j2,5a5828a619105a1c1895ee845081e4052e0e60bd,6c83bc67cfeeea22358bed76b21580b96375ff9f,org.springframework.spring-webmvc@3.2.13.RELEASE,CVE-2016-9878
https://github.com/apache/logging-log4j2,a8b4a5a0fe05c2985e1d1e0e748bef83c47a0ce4,00b43a88072b508c0e9a390ad7c0f092853cc9db,org.springframework.spring-webmvc@3.2.18.RELEASE,CVE-2018-1271
https://github.com/apache/logging-log4j2,6b3557dab099bbea9f4f55b69368def282290704,_,org.springframework.spring-webmvc@5.3.13,CVE-2021-22060
https://github.com/apache/logging-log4j2,789f827b96e0052d730a3f3467dd903f9a686f97,be3fcda670a6ad4eb4d7210e67e5956fd85d5950,com.fasterxml.jackson.dataformat.jackson-dataformat-xml@2.7.3,CVE-2016-3720
https://github.com/apache/logging-log4j2,5a5828a619105a1c1895ee845081e4052e0e60bd,6c83bc67cfeeea22358bed76b21580b96375ff9f,com.fasterxml.jackson.dataformat.jackson-dataformat-xml@2.8.2,CVE-2016-7051
https://github.com/apache/logging-log4j2,fb157aa8aa7230d8e4d5dfb48032e9b27404781a,4d58cb95d5f0e06cf2c497ed21bfbd020b27a4c3,com.fasterxml.jackson.core.jackson-databind@2.13.4,CVE-2022-42003
https://github.com/apache/logging-log4j2,b5893bc0412882a083eb975c75c8d5a686326c29,0b08efe178d78edfd4088d37dac7e71a9d5bf6c7,org.apache.activemq.activemq-broker@5.10.0,CVE-2014-3576
https://github.com/apache/logging-log4j2,b5893bc0412882a083eb975c75c8d5a686326c29,0b08efe178d78edfd4088d37dac7e71a9d5bf6c7,org.apache.activemq.activemq-broker@5.10.0,CVE-2014-3600
https://github.com/apache/logging-log4j2,b5893bc0412882a083eb975c75c8d5a686326c29,0b08efe178d78edfd4088d37dac7e71a9d5bf6c7,org.apache.activemq.activemq-broker@5.10.0,CVE-2014-3612
https://github.com/apache/logging-log4j2,a8b4a5a0fe05c2985e1d1e0e748bef83c47a0ce4,00b43a88072b508c0e9a390ad7c0f092853cc9db,org.apache.activemq.activemq-broker@5.15.11,CVE-2020-13920
https://github.com/apache/logging-log4j2,b5893bc0412882a083eb975c75c8d5a686326c29,0b08efe178d78edfd4088d37dac7e71a9d5bf6c7,org.apache.qpid.proton-j@0.7,CVE-2018-17187
https://github.com/apache/logging-log4j2,1c30a92cbc8ae87cb6d4aac7b7d023d17d662bd7,cf2bf80a27b4115c58ed6975c6d86e235c3bbfb5,org.apache.maven.maven-core@3.6.3,CVE-2021-26291
https://github.com/apache/logging-log4j2,c1a4334197fe2a53af1194242804f0a704e35b7f,1882f7dc2b5dd876f795844aa664e750f8619464,org.liquibase.liquibase-core@3.5.5,CVE-2022-0839
https://github.com/apache/logging-log4j2,a5ef45894b013743125e067fbc29529ecd22064a,12fcd1f1c54da416fc099734a065bed5552f2e6c,org.apache.commons.commons-compress@1.17,CVE-2018-11771
https://github.com/apache/logging-log4j2,9fabec5277f06f59ceaeff20da055ab7bf1952c4,6b3557dab099bbea9f4f55b69368def282290704,org.apache.commons.commons-compress@1.20,CVE-2021-35515
https://github.com/apache/logging-log4j2,9fabec5277f06f59ceaeff20da055ab7bf1952c4,6b3557dab099bbea9f4f55b69368def282290704,org.apache.commons.commons-compress@1.20,CVE-2021-35516
https://github.com/apache/logging-log4j2,9fabec5277f06f59ceaeff20da055ab7bf1952c4,6b3557dab099bbea9f4f55b69368def282290704,org.apache.commons.commons-compress@1.20,CVE-2021-35517
https://github.com/apache/logging-log4j2,9fabec5277f06f59ceaeff20da055ab7bf1952c4,6b3557dab099bbea9f4f55b69368def282290704,org.apache.commons.commons-compress@1.20,CVE-2021-36090
https://github.com/apache/logging-log4j2,7f3421c934997c3636bdb516980257b63c4368f7,2bbe5394f6c59a9eae72d522b68e53592f6fe971,org.apache.activemq.activemq-broker@5.14.5,CVE-2018-11775
https://github.com/apache/logging-log4j2,56c59f0d6269057ca212ded5ad24190295f63e93,_,org.apache.commons.commons-compress@1.15,CVE-2018-1324
https://github.com/apache/logging-log4j2,2bbe5394f6c59a9eae72d522b68e53592f6fe971,_,com.fasterxml.jackson.core.jackson-databind@2.10.2,CVE-2020-25649
https://github.com/apache/logging-log4j2,3cb6238c148f529abb97a4894e36bf7c764ee60b,_,org.apache.kafka.kafka-clients@0.11.0.0,CVE-2017-12610
https://github.com/apache/logging-log4j2,6dd36474a2390513118016676d7f4cf5eae0a912,026e1170c633aba2d35e239d1dd3898d9897c885,org.apache.kafka.kafka-clients@1.1.1,CVE-2021-38153
https://github.com/apache/logging-log4j2,6dd36474a2390513118016676d7f4cf5eae0a912,026e1170c633aba2d35e239d1dd3898d9897c885,org.apache.kafka.kafka-clients@1.1.1,CVE-2023-25194
https://github.com/apache/logging-log4j2,7483172b8eb4b183e3dbf7c0c07e07b074e9a4c7,7a3c47740bb590374499e9c0a0873cf9f30c6d76,com.fasterxml.jackson.core.jackson-databind@2.9.2,CVE-2017-17485
https://github.com/apache/logging-log4j2,7483172b8eb4b183e3dbf7c0c07e07b074e9a4c7,7a3c47740bb590374499e9c0a0873cf9f30c6d76,com.fasterxml.jackson.core.jackson-databind@2.9.2,CVE-2018-5968
https://github.com/apache/logging-log4j2,6dd36474a2390513118016676d7f4cf5eae0a912,026e1170c633aba2d35e239d1dd3898d9897c885,org.apache.kafka.kafka-clients@1.1.1,CVE-2018-17196
https://github.com/apache/logging-log4j2,7f3421c934997c3636bdb516980257b63c4368f7,2bbe5394f6c59a9eae72d522b68e53592f6fe971,org.apache.commons.commons-compress@1.18,CVE-2019-12402
https://github.com/apache/logging-log4j2,7a3c47740bb590374499e9c0a0873cf9f30c6d76,_,com.fasterxml.jackson.core.jackson-databind@2.9.4,CVE-2018-7489
https://github.com/apache/logging-log4j2,8b3db847e575d34077619d95bf906a89e5dfd7c6,_,com.fasterxml.jackson.core.jackson-databind@2.9.5,CVE-2018-11307
https://github.com/apache/logging-log4j2,8b3db847e575d34077619d95bf906a89e5dfd7c6,_,com.fasterxml.jackson.core.jackson-databind@2.9.5,CVE-2018-12022
https://github.com/apache/logging-log4j2,8b3db847e575d34077619d95bf906a89e5dfd7c6,_,com.fasterxml.jackson.core.jackson-databind@2.9.5,CVE-2018-12023
https://github.com/apache/logging-log4j2,a5ef45894b013743125e067fbc29529ecd22064a,_,com.fasterxml.jackson.core.jackson-databind@2.9.7,CVE-2018-19360
https://github.com/apache/logging-log4j2,a5ef45894b013743125e067fbc29529ecd22064a,_,com.fasterxml.jackson.core.jackson-databind@2.9.7,CVE-2018-19361
https://github.com/apache/logging-log4j2,a5ef45894b013743125e067fbc29529ecd22064a,_,com.fasterxml.jackson.core.jackson-databind@2.9.7,CVE-2018-19362
https://github.com/apache/logging-log4j2,24ff45ded92612bd9d07326e4fe728743fc54ab7,f1a0ce26bf94f8d4c243b958fb42b64289c95dfd,com.h2database.h2@1.4.200,CVE-2021-23463
https://github.com/apache/logging-log4j2,3bc2f39eec246a5fa754720dc0cc441f04e0ac2b,56c36cb8ca579b7b967a1077fd8e41548c041372,com.h2database.h2@2.2.220,CVE-2022-45868
https://github.com/apache/logging-log4j2,1c30a92cbc8ae87cb6d4aac7b7d023d17d662bd7,cf2bf80a27b4115c58ed6975c6d86e235c3bbfb5,com.fasterxml.jackson.core.jackson-databind@2.12.4,CVE-2021-46877
https://github.com/apache/logging-log4j2,2bbe5394f6c59a9eae72d522b68e53592f6fe971,_,io.fabric8.kubernetes-client@4.6.1,CVE-2021-20218
https://github.com/apache/logging-log4j2,9fabec5277f06f59ceaeff20da055ab7bf1952c4,6b3557dab099bbea9f4f55b69368def282290704,org.springframework.spring-web@5.3.3,CVE-2021-22096
https://github.com/apache/logging-log4j2,9fabec5277f06f59ceaeff20da055ab7bf1952c4,6b3557dab099bbea9f4f55b69368def282290704,org.springframework.spring-web@5.3.3,CVE-2021-22118
https://github.com/apache/logging-log4j2,fb157aa8aa7230d8e4d5dfb48032e9b27404781a,4d58cb95d5f0e06cf2c497ed21bfbd020b27a4c3,org.springframework.spring-webmvc@5.3.20,CVE-2023-20860
